comuna,link,n_habitaciones,n_baños,n_estacionamientos,total_superficie_m2,superficie_construida_m2,valor_uf,direccion,quien_vende,corredor
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-egana-1657/3306334,2,1,3,500.0,100.0,9.374,"Peñalolén, Av. Egaña 1657",De La Barrera Propiedades,De La Barrera Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/consistorial-quebrada-de-maculcondominio-casas-de-la-fuente-penalolen/3539788,4,3,0,504.0,223.0,11.458,"Peñalolén, Consistorial - Quebrada de Macúl/Condominio casas de la Fuente - Peñalolén",Carlos Hurtado Rogers,Hurtado Propiedades S.A.
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quilinalvaro-casanova/2337366,5,4,0,525.0,162.0,12.5,"Peñalolén, Quilin/Alvaro Casanova",Felipe Acosta Propiedades Peñalolén,Procasa Felipe Acosta Propiedades Peñalolén
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-las-perdices-4240/3573489,4,3,2,320.0,140.0,9.5,"Peñalolén, Av. las Perdices 4240",Estefania Broughton,Vende Dueño/a
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/francisco-otta/3695778,4,3,0,320.0,143.0,7.0,"Peñalolén, Francisco Otta",Cata Brochet Propiedades,Cata Brochet Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quebrada-san-pedro/2516275,1,1,0,514.0,514.0,5.208,"Peñalolén, Quebrada San Pedro",Comprocasa Corredores de Propiedades,Comprocasa Corredores de Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanovacondominio-club-campo-norte/2469920,5,5,0,665.0,220.0,16.513,"Peñalolén, Alvaro Casanova/Condominio Club Campo Norte",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/los-presidentesquilin-norte/2878966,6,6,0,622.0,180.0,11.5,"Peñalolén, Los Presidentes/Quilin Norte",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/jose-arrientaconsistorialvalle-hermoso/2622544,6,3,0,450.0,136.0,6.458,"Peñalolén, José Arrienta/Consistorial/Valle Hermoso",Felipe Acosta Propiedades Peñalolén,Procasa Felipe Acosta Propiedades Peñalolén
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-grecialos-molineros/3436292,3,1,0,150.0,80.0,2.986,"Peñalolén, Av. Grecia/los molineros",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/consistorialav-quilin/3545429,4,4,0,374.0,161.0,9.722,"Peñalolén, Consistorial/Av Quilin",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avenida-hacienda-macul/3665828,4,4,2,450.0,170.0,13.8,"Peñalolén, Avenida Hacienda Macul",Verónica Paz,Vende Dueño/a
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanovanido-de-aguilas/3062974,2,2,0,3488.0,180.0,23.9,"Peñalolén, Alvaro Casanova/Nido de Aguilas",Gabriela Vial Propiedades,Gabriela Vial Propiedades
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/san-luis-de-maculel-robledal/3013672,5,1,0,118.0,60.0,2.778,"Peñalolén, San Luis de Macul/El Robledal",Felipe Acosta Propiedades Peñalolén,Procasa Felipe Acosta Propiedades Peñalolén
Peñalolén,https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quebrada-san-pedro/3410894,5,3,4,500.0,162.0,5.902,"Peñalolén, Quebrada San Pedro",Jorge Mauro Díaz,Mauro Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/santa-isabel-con-bustamante/2425100,5,2,0,250.0,220.0,9.8,"Providencia, Santa Isabel con Bustamante",Felipe,Gicp
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/amapolas-diego-de-almagrocolegios-san-gabriel-san-ignacio-metro/3298909,3,4,0,160.0,120.0,10.3,"Providencia, Amapolas / Diego de Almagro/Colegios San Gabriel /San Ignacio / Metro",Alonso Baeza Rivera y Cía. Ltda. (Kennedy),Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/eliecer-parada/3121872,5,3,0,426.0,220.0,17.36,"Providencia, Eliecer Parada",Schumacher Propiedades,Schumacher Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diagonal-oriente-eliecer-parada/2385682,4,4,0,600.0,200.0,20.137,"Providencia, Diagonal Oriente, Eliecer Parada",Schumacher Propiedades,Schumacher Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diego-de-almagroel-aguilucho/1439316,4,2,0,325.0,129.0,10.763,"Providencia, Diego de almagro/el aguilucho",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/lo-contador-pedro-de-valdivia-nortelos-conquistadores-av-santa-maria/2897721,4,4,0,700.0,274.0,29.99,"Providencia, Lo Contador / Pedro de Valdivia Norte/Los Conquistadores / Av Santa Maria",Evaristo Lillo,Evaristo Lillo
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/pedro-leon-gallo-600/3029753,3,2,2,420.0,220.0,14.68,"Providencia, Pedro Leon Gallo 600",Genoveva del Carmen Espinoza Saez,Virtual Realty Property SpA.
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-el-cerroel-gobernador/3373728,4,3,0,492.0,259.0,20.0,"Providencia, Av el Cerro/El Gobernador",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/santa-isabelcaupolican/3366268,2,1,0,100.0,85.0,7.43,"Providencia, Santa Isabel/Caupolican",Alonso Baeza Rivera y Cía. Ltda. (Kennedy),Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/los-espanolesel-cerro/2201567,3,2,0,272.0,116.0,14.0,"Providencia, Los Españoles/El Cerro",Claudia Lespinasse,Norbert Lui Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/el-salvadormaria-luisa-santander/3182228,11,9,0,390.0,405.0,30.69,"Providencia, El salvador/María Luisa Santander",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/casa-en-valenzuela-castillo/2916063,4,4,0,447.2,306.64,22.568,"Providencia, Casa en Valenzuela Castillo",María Fernanda,Invierte Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/plaza-dinamarca/3727582,4,2,2,204.0,100.0,7.986,"Providencia, Plaza dinamarca",Pablo Valbuena,Vende Dueño/a
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-pocurometro-francisco-bilbao/3160967,2,2,0,298.0,125.0,14.0,"Providencia, Av pocuro/metro francisco bilbao",Procasa Adrian Ulloa Propiedades,Procasa Adrián Ulloa Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/hernando-de-aguirre-con-eliecer-parada/3710289,5,4,0,300.0,165.0,13.2,"Providencia, Hernando de Aguirre con Eliecer Parada",Walter Kraemer,Home Solutions
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-los-leones-2417/3638853,4,3,3,120.0,125.0,11.5,"Providencia, Av. Los Leones 2417",Orielle Solari Opazo,Vende Dueño/a
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/eliodoro-yaneztobalaba/3643091,5,4,0,320.0,240.0,22.6,"Providencia, Eliodoro Yáñez/Tobalaba",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/marinfrancisco-bilbaosanta-isabel/2843556,2,1,0,300.0,95.0,10.069,"Providencia, Marin/Francisco Bilbao/Santa Isabel",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/los-espanolesel-cerro/3186446,3,2,0,272.0,116.0,13.5,"Providencia, Los Españoles/El Cerro",Claudia Lespinasse,Norbert Lui Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/bellavista-para-remodelar/2984000,5,2,0,171.0,102.0,7.4,"Providencia, Bellavista  //para remodelar",Francisco Vial Propiedades,Francisco Vial Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/salvador-donoso-en-zona-tipica-de-bellavista/3684380,7,1,0,0.0,125.0,6.5,"Providencia, Salvador Donoso, en Zona Tipica de Bellavista",Miguel León,Vende Dueño/a
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/miguel-clarodalmacia/1370186,6,2,0,572.0,555.0,20.995,"Providencia, Miguel Claro/Dalmacia",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/pocuroamapolas/3014899,5,3,0,248.0,230.0,15.9,"Providencia, Pocuro/amapolas",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diego-de-almagro/3674131,4,3,2,263.0,132.0,14.7,"Providencia, Diego de Almagro",Cristian Tapia,Vende Dueño/a
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/barrio-italia/2912124,3,3,0,351.0,160.0,13.8,"Providencia, Barrio Italia",Schumacher Propiedades,Schumacher Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-italiabilbao/3713113,4,3,0,237.0,132.0,13.9,"Providencia, Av Italia/Bilbao",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/bellavistacasa-pablo-neruda/3373528,3,3,0,350.0,170.0,13.9,"Providencia, Bellavista-casa pablo neruda",Cata Brochet Propiedades,Cata Brochet Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/providencia-region-metropolitana/3377487,4,2,0,241.0,215.0,13.194,"Providencia, Providencia, Región Metropolitana",Gescor Propiedades,Gescor Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/amapolas-1720/2590455,5,3,2,248.0,230.0,15.8,"Providencia, Amapolas 1720",Alina Arias,Catalejo Propiedades y Gestión Inmobiliaria
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/luis-thayer-ojeda-carlos-antunez/2797427,4,4,0,270.0,170.0,13.2,"Providencia, Luis Thayer Ojeda, Carlos Antúnez",Schumacher Propiedades,Schumacher Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/pedro-de-valdiviabilbao/1841597,6,3,0,670.0,333.0,60.0,"Providencia, Pedro de Valdivia/Bilbao",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/eduardo-munita-quirogaechenique/3033549,4,3,0,360.0,150.0,12.9,"Providencia, Eduardo Munita Quiroga/Echeñique",Evaristo Lillo,Evaristo Lillo
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/barrio-italiauniacc/2893718,4,2,0,351.0,220.0,13.8,"Providencia, Barrio Italia/Uniacc",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/santa-isabelseminario/3467652,4,1,0,228.0,137.0,7.812,"Providencia, Santa Isabel/Seminario",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/maria-luisa-santanderricardo-matte-perez/3170674,7,7,0,305.0,350.0,23.854,"Providencia, Maria luisa santander/ricardo matte perez",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/propiedad-de-636-m2-en-infante-elena-blanco/3358535,8,3,0,636.0,300.0,19.964,"Providencia, Propiedad de 636 m2 en Infante Elena Blanco",Corretajes Prosal Ltda.,Corretajes Prosal
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/salvadorjose-manuel-infante-av/3407802,4,4,0,226.0,160.0,9.722,"Providencia, Salvador/josé manuel  infante (av)",Cristian Vial Propiedades,Cristian Vial Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diego-de-almagroeliecer-parada/2832214,4,4,0,215.0,161.0,13.4,"Providencia, Diego de Almagro/Eliécer Parada",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diego-de-almagrolos-leones/3460822,5,3,0,237.0,132.0,12.369,"Providencia, Diego de Almagro/Los Leones",Claudia Lespinasse,Norbert Lui Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/barrio-italia/2921986,4,2,0,309.0,184.0,13.0,"Providencia, Barrio Italia",Schumacher Propiedades,Schumacher Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/seminariomaria-luisa-santander/1421689,5,7,0,220.0,196.0,23.7,"Providencia, Seminario/Maria Luisa santander",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/los-leoneseliodoro-yanez/2805204,4,2,0,309.0,112.0,20.832,"Providencia, Los Leones/Eliodoro Yañez",Araneda & Aguiar Propiedades,Araneda & Aguiar Propiedades
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-francisco-bilbao-providenciabustos-holanda-los-leones/3533469,4,3,0,600.0,200.0,24.0,"Providencia, Av. Francisco Bilbao - Providencia/Bustos - Holanda - Los Leones",Carlos Hurtado Rogers,Hurtado Propiedades S.A.
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/salvador-donoso-en-zona-tipica-de-bellavista/3683710,7,1,0,0.0,125.0,6.5,"Providencia, Salvador Donoso, en Zona Tipica de Bellavista",Verónica Aldunate,Vende Dueño/a
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/valenzuela-castillomanuel-montt/3609195,5,3,0,250.0,130.0,13.422,"Providencia, Valenzuela Castillo/Manuel Montt",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/manuel-monttlorena/2486406,4,2,0,159.0,174.0,9.93,"Providencia, Manuel Montt/Lorena",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/ana-luisa-prats/2920188,4,3,2,187.0,118.0,9.0,"Providencia, Ana luisa prats",patricia,Vende Dueño/a
Providencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/providenciadiego-de-almagra/2637745,3,2,0,375.0,153.0,13.645,"Providencia, Providencia/diego de almagra",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/el-atardecer/3726858,3,3,2,220.0,120.0,5.35,"Pudahuel, El Atardecer",Cristián Espinoza F,Tzanis Propiedades
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/autopista-vespucio-norteav-laguna-sur/3713217,2,1,0,84.0,45.0,1.736,"Pudahuel, Autopista vespucio norte/av laguna sur",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-abedules-1500/3404531,4,3,2,278.0,110.0,6.12,"Pudahuel, Los Abedules 1500",Alejandra Cevasco,Promoción Inmobiliaria
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/magnolios-sur/3343818,3,3,2,210.0,100.0,5.2,"Pudahuel, Magnolios Sur",Cristián Espinoza F,Tzanis Propiedades
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/el-coihue/3645277,3,3,2,717.0,132.0,9.4,"Pudahuel, El coihue",Daniela Donoso Reyes,Vende Dueño/a
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/ciudad-de-los-vallesoportunidad-apacible-2-dentro-de-condominio/3358971,3,3,3,329.0,107.0,6.35,"Pudahuel, Ciudad de los Valles/Oportunidad Apacible 2/ Dentro de condominio",Daniela Donoso Reyes,Vende Dueño/a
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/nueva-uno-sur/2983958,3,3,2,260.0,135.0,5.83,"Pudahuel, Nueva uno sur",Cristián Espinoza F,Tzanis Propiedades
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/monte-tabor-sur-200/3737669,3,3,1,370.0,160.0,9.5,"Pudahuel, Monte Tabor Sur 200",Alejandra Cevasco,Promoción Inmobiliaria
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-arrayanes/3488956,3,3,6,850.0,196.0,11.666,"Pudahuel, Los Arrayanes",Alejandra Cevasco,Promoción Inmobiliaria
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/las-azaleas-ote/3704233,3,3,2,240.0,120.0,5.3,"Pudahuel, Las azaleas ote",Cristián Espinoza F,Tzanis Propiedades
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/tortoson-8369/3637140,4,2,1,51.0,67.0,2.083,"Pudahuel, Tortoson 8369",María Luisa Rivera,Vende Dueño/a
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-abedules/3510491,3,3,2,280.0,115.0,6.12,"Pudahuel, Los Abedules",Cristián Espinoza F,Tzanis Propiedades
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/ruta-68-ciudad-de-los-vallesav-las-flores/2998378,4,3,0,320.0,132.0,6.8,"Pudahuel, Ruta 68/ ciudad de los valles/av. Las flores",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-fresnos/3432766,3,3,2,245.0,120.0,5.68,"Pudahuel, Los Fresnos",Cristián Espinoza F,Tzanis Propiedades
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/valle-del-sol/2249982,4,3,2,304.0,180.0,6.98,"Pudahuel, Valle del Sol",Cristián Espinoza,Vende Dueño/a
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/alto-mirador-ciudad-de-los-valleslas-flores-guayacanes/2905849,3,3,0,500.0,140.0,5.89,"Pudahuel, Alto mirador/ ciudad de los valles/las flores/ guayacanes",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/camilo-cienfuegosserrano/2773413,5,2,0,250.0,135.0,3.541,"Pudahuel, Camilo Cienfuegos/Serrano",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/las-hortensias-oriente/3453571,3,3,1,260.0,110.0,5.95,"Pudahuel, Las Hortensias Oriente",Aligera Spa,Vende Dueño/a
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/av-pedro-de-aretxabala/3599213,3,3,2,290.0,124.0,6.1,"Pudahuel, Av. Pedro de Aretxabala",Cristián Espinoza F,Tzanis Propiedades
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-manios/3599276,4,4,2,463.0,150.0,10.98,"Pudahuel, Los mañios",Cristián Espinoza F,Tzanis Propiedades
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-abedules/2061203,3,3,2,900.0,120.0,6.5,"Pudahuel, Los Abedules",Cristián Espinoza F,Tzanis Propiedades
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/avenida-las-flores/2285185,5,4,0,800.0,320.0,7.638,"Pudahuel, Avenida Las Flores",Cristián Espinoza,Vende Dueño/a
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/francisco-bulnes-sanfuentes-481/3603090,3,2,1,220.0,150.0,4.166,"Pudahuel, Francisco Bulnes Sanfuentes 481",Pamela Andrea Salazar Jara,Vende Dueño/a
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/corinto-42/3630853,3,3,5,549.0,108.0,6.5,"Pudahuel, Corinto 42",Alejandra Cevasco,Promoción Inmobiliaria
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/el-coihue/3599935,3,3,2,780.0,140.0,9.4,"Pudahuel, El coihue",Maria Paz Guiñez Sepulveda,Vende Dueño/a
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/lomas-de-lo-aguirre-corinto-96/3058104,3,2,2,498.0,134.72,7.9,"Pudahuel, lomas de lo Aguirre, Corinto 96",Ghislaine Bustos,Myb Propiedades
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-abedules-1410/3358922,3,2,2,289.0,121.0,5.5,"Pudahuel, Los Abedules 1410",Daniela Donoso Reyes,Vende Dueño/a
Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/casa-con-ampliacion-opcion-comercial/3735432,6,2,0,79.0,67.0,2.094,"Pudahuel, Casa con ampliación opción comercial",Armacima LImitada,Armacima Propiedades
